Account_Number,Account_Type,Final_Decision,Current_Delinquency_status,Application_Date,Application_Score,Cheque_Card_Flag,Existing_Customer_Flag,Gross_Annual_Income,Home_Telephone_Number,Insurance_Required,Loan_Amount,Loan_Payment_Frequency,Loan_Payment_Method,Marital_Status,Number_of_Dependants,Number_of_Payments,Occupation_Code,Promotion_Type,Residential_Status,Time_at_Address,Time_in_Employment,Time_with_Bank,Weight_Factor,GB_Flag,Age_of_Applicant,Application_Month,Bureau_Score,SP_ER_Reference,SP_Number_Of_Searches_L6M,SP_Number_of_CCJs,Loan_to_income,split
10304726446,FL,Accept,0,20060223,985,Y,N,32000,Y,,0,M,B,M,3,999,B,RR,H,1403,1601,609,2,Good,48,200602,970,1,7,0,-9999998,Development
10233586454,FL,Accept,1,20060412,790,N,N,7500,Y,Y,14120,M,S,S,0,18,B,RR,O,1200,6,704,2,Good,25,200604,928,1,4,2,188.27,Development
10023662401,FL,Accept,0,20060322,980,Y,Y,36000,Y,,0,M,Q,M,3,999,B,RR,H,1103,803,1206,2,Good,42,200603,1003,1,0,0,-9999998,Development
10826326561,FL,Accept,0,20060721,980,Y,N,24000,Y,Y,232100,M,B,M,3,60,M,RR,H,707,609,1007,2,Good,40,200607,976,1,1,0,967.08,Development
10073590955,VL,Accept,1,20060502,920,N,N,13000,Y,Y,4000,M,B,M,3,999,B,OT,H,500,900,10,2,Good,25,200605,899,1,1,0,30.77,Development
10548340023,FL,Decline,,20060521,685,N,N,12000,Y,Y,91200,W,B,M,3,48,M,RR,T,502,400,206,2,Rejects,34,200605,749,3,0,0,760,Development
10685513174,FL,Accept,1,20060606,935,Y,N,8320,Y,Y,18200,W,S,Z,2,24,B,RR,T,200,103,1203,2,Good,40,200606,910,2,0,0,218.75,Development
10065478952,FL,Accept,0,20060604,965,Y,Y,17000,Y,N,5000,M,B,M,1,999,B,RR,H,6,300,1209,2,Good,38,200606,1027,4,1,0,29.41,Development
10356673606,FL,Accept,1,20060417,925,N,N,11000,Y,Y,1500,M,B,Z,0,999,B,RR,H,800,1500,810,2,Good,39,200604,941,1,0,0,13.64,Development
10170722404,FL,Accept,1,20060902,935,N,N,12000,Y,N,5000,M,B,S,0,48,B,RR,O,2000,603,501,2,Good,24,200609,964,1,2,0,41.67,Development
10576683087,VL,Accept,0,20060326,970,Y,N,15000,Y,N,3000,X,X,M,0,999,P,OT,H,1700,100,1212,2,Good,42,200603,970,1,0,0,20,Development
10822090058,VL,Accept,0,20061131,975,Y,N,17000,Y,Y,4600,M,B,S,0,999,B,RR,H,208,500,1002,2,Good,29,200611,998,2,0,0,27.06,Development
10186241350,FL,Accept,1,20061013,955,Y,Y,15000,Y,Y,9372,M,B,M,0,48,B,OT,H,2,800,101,2,Good,29,200610,914,2,5,0,62.48,Development
10947520866,FL,Accept,1,20060516,955,N,N,15500,Y,Y,4700,W,Q,S,1,12,M,RR,O,10,407,104,2,Good,31,200605,843,1,0,0,30.32,Development
10289707455,FL,Accept,1,20061005,945,N,N,12444,Y,N,500,W,B,S,0,6,M,RR,O,1000,300,112,2,Good,21,200610,877,1,0,0,4.02,Development
10143752886,FL,Accept,1,20060929,895,N,N,8000,Y,Y,651,W,B,S,0,10,M,RR,O,1005,203,907,2,Good,21,200609,818,1,1,0,8.14,Development
10336628729,FL,Accept,0,20061124,985,Y,N,10000,Y,N,4600,M,B,M,0,999,M,AD,H,1300,1900,1208,2,Good,48,200611,1042,1,1,0,46,Development
10990089723,FL,Accept,,20061108,960,Y,Y,19000,Y,N,2000,M,B,M,2,999,M,RR,H,1308,1506,204,2,NTU,37,200611,942,1,3,0,10.53,Development
10732449153,FL,Decline,,20060809,690,N,N,14000,N,Y,2226,W,S,S,0,24,M,RR,O,7,400,112,2,Rejects,31,200608,666,3,0,0,15.9,Development
10587521562,FL,Accept,1,20060307,860,Y,N,12000,Y,Y,50800,W,B,M,1,36,M,RR,T,205,700,212,2,Good,31,200603,820,1,2,0,423.33,Development
10315226014,FL,Accept,5,20061016,945,Y,N,10000,Y,N,2500,M,B,S,0,36,B,RR,H,2100,1,504,2.5,Bad,22,200610,986,1,2,0,25,Development
10538947128,FL,Accept,1,20060830,870,N,N,12500,Y,Y,3312,M,B,S,0,24,M,RR,O,1800,500,405,2,Good,24,200608,822,1,2,0,26.5,Development
10590088046,FL,Accept,1,20060417,895,N,N,35000,Y,N,5000,M,B,M,1,999,M,AD,H,2,1000,111,2,Good,35,200604,870,4,0,0,14.29,Development
10271155658,FL,Accept,1,20060230,905,N,N,8500,Y,Y,43500,W,B,S,0,36,M,RR,O,1406,500,507,2,Good,21,200602,917,1,5,0,511.76,Development
10083373786,FL,Accept,,20060521,940,Y,Y,12000,Y,N,3000,W,Q,M,0,36,B,RR,H,300,304,807,2,NTU,27,200605,948,1,0,0,25,Development
10511849950,FL,Accept,1,20061220,935,Y,N,13000,N,N,5510,W,B,M,2,999,M,RR,H,400,900,502,2,Good,34,200612,916,1,0,0,42.38,Development
10845937813,FL,Decline,,20060907,665,N,N,7500,Y,Y,500,M,B,S,0,0,M,OT,T,2,100,12,2,Rejects,21,200609,795,3,0,0,6.67,Development
10531755217,VL,Accept,0,20060508,980,Y,Y,12000,Y,Y,6200,M,B,M,3,999,B,RR,H,707,800,312,2,Good,42,200605,973,1,1,0,51.67,Development
10480712827,FL,Accept,1,20060216,960,Y,N,15000,Y,,0,W,X,M,3,999,M,RR,H,1100,3500,1109,2,Good,38,200602,947,1,5,0,-9999998,Development
10437327109,VL,Accept,1,20060431,905,N,N,12000,Y,Y,5000,W,Q,M,2,999,M,RR,H,700,305,1007,2,Good,34,200604,917,1,2,0,41.67,Development
10970098017,FL,Accept,1,20070117,705,N,N,11000,Y,Y,6179,W,B,M,3,60,M,AD,H,1304,300,0,2,Good,33,200701,777,1,3,0,56.17,Development
10833604769,FL,Accept,1,20060713,895,N,N,8900,Y,Y,11100,W,B,S,0,12,M,RR,O,200,200,201,2,Good,22,200607,805,1,2,0,124.72,Development
10635642565,FL,Accept,0,20060927,980,Y,N,12000,Y,N,1100,W,Q,M,2,18,M,RR,H,700,300,1511,2,Good,31,200609,964,2,1,0,9.17,Development
10827282675,FL,Accept,1,20060529,940,N,N,51000,Y,N,10000,M,B,M,3,999,M,RR,H,609,600,1012,2,Good,36,200605,967,2,2,0,19.61,Development
10349957183,VL,Accept,0,20060307,980,Y,Y,15000,Y,N,2150,M,Q,M,2,999,B,RR,H,107,910,304,2,Good,29,200603,972,1,2,0,14.33,Development
10339719416,VL,Accept,1,20060803,875,N,N,6144,Y,Y,1500,M,B,S,0,999,B,RR,O,5,10,408,2,Good,22,200608,891,2,2,0,24.41,Development
10623772187,FL,Accept,0,20061205,1005,Y,Y,50000,Y,N,14500,M,B,M,0,999,P,RR,H,1901,806,1210,2,Good,50,200612,1009,1,0,0,29,Development
10495436990,VL,Accept,,20070112,960,Y,N,17000,Y,N,3500,W,B,M,2,999,M,RR,H,1208,2304,203,2,NTU,40,200701,938,1,3,0,20.59,Development
10656175633,VL,Accept,,20060929,1000,Y,Y,30000,Y,Y,3000,M,Q,M,2,999,P,RR,H,900,500,1201,2,NTU,52,200609,976,1,1,0,10,Development
10792198183,FL,Accept,0,20060420,965,Y,N,20000,Y,N,4450,W,Q,M,0,24,M,RR,H,400,500,1206,2,Good,46,200604,939,1,2,0,22.25,Development
10939853603,VL,Accept,1,20060207,955,Y,N,12000,Y,N,1500,W,Q,M,3,999,M,RR,H,504,1000,1311,2,Good,41,200602,939,1,1,0,12.5,Development
10547118312,FL,Accept,0,20060306,1040,Y,N,8971,Y,Y,4700,M,B,S,0,12,B,RR,O,1708,500,601,2,Good,24,200603,972,1,1,0,52.39,Development
10090151678,VL,Accept,0,20070122,975,Y,N,31140,Y,N,3700,M,B,M,0,999,B,RR,H,301,505,403,2,Good,29,200701,1027,1,5,0,11.88,Development
10459800969,FL,Decline,,20070102,965,Y,N,16404,Y,N,5000,M,B,S,0,0,B,RR,H,3500,109,710,2,Rejects,35,200701,1012,1,2,0,30.48,Development
10575146410,FL,Accept,0,20060612,985,Y,N,32000,Y,Y,55600,M,B,Z,1,48,B,RR,H,707,1507,1203,2,Good,46,200606,973,1,3,0,173.75,Development
10523241767,FL,Decline,,20060724,875,N,N,6000,Y,Y,65300,W,B,S,0,36,M,RR,O,1001,10,405,2,Rejects,22,200607,899,1,1,0,1088.33,Development
10306536216,FL,Accept,0,20060704,985,Y,N,8500,Y,N,1500,M,B,M,0,36,B,RR,H,500,1200,610,2,Good,33,200607,1010,1,1,0,17.65,Development
10355636841,FL,Accept,0,20060209,1050,Y,N,19000,Y,N,2000,W,Q,S,0,12,B,RR,O,300,1200,1009,2,Good,32,200602,979,4,0,0,10.53,Development
10319957946,FL,Accept,1,20061103,935,N,N,7280,Y,Y,1084,W,B,M,0,12,M,DM,T,1400,103,101,2,Good,54,200611,855,1,1,0,14.89,Development
10321112915,VL,Accept,1,20060607,960,Y,N,35000,Y,N,3700,M,B,S,0,999,B,RR,T,400,800,705,2,Good,28,200606,984,1,2,0,10.57,Development
10088436242,FL,Accept,1,20060203,910,N,N,7124,Y,Y,8800,W,Q,S,0,24,M,RR,O,1000,200,906,2,Good,31,200602,904,2,0,0,123.53,Development
10307808913,FL,Accept,,20060509,935,N,N,13000,Y,N,500,X,B,M,1,12,M,OT,H,700,3,105,2,NTU,38,200605,854,1,0,0,3.85,Development
10179384893,FL,Decline,,20061102,815,Y,N,4200,Y,N,1100,M,Q,M,5,12,M,RR,H,300,106,205,2,Rejects,32,200611,792,3,0,0,26.19,Development
10087885593,FL,Accept,2,20060315,1030,Y,N,16000,N,N,1000,M,B,S,0,12,B,RR,H,206,406,1108,2,Indeterminate,23,200603,973,1,0,0,6.25,Development
10022824379,FL,Accept,1,20060518,835,N,N,13000,Y,Y,3000,F,B,M,2,999,M,OT,H,400,6,3,2,Good,31,200605,840,1,3,0,23.08,Development
10958702941,FL,Accept,1,20060217,900,N,N,22000,Y,Y,18400,W,B,M,0,12,M,RR,H,1200,1900,1204,2,Good,57,200602,946,1,3,2,83.64,Development
10458678927,FL,Accept,1,20060321,930,N,N,8580,Y,N,700,W,Q,S,0,12,B,AD,H,1000,110,6,2,Good,23,200603,834,1,2,0,8.16,Development
10550491640,FL,Decline,,20060210,800,N,N,13334,Y,Y,9400,W,Q,M,0,12,M,RR,H,300,1200,112,2,Rejects,47,200602,753,3,0,0,70.5,Development
10705922956,FL,Accept,,20060627,900,Y,N,12300,Y,N,3000,M,B,M,0,60,P,RR,T,8,5,9,2,NTU,24,200606,867,2,3,0,24.39,Development
10294135165,FL,Accept,1,20061117,910,N,N,7500,Y,Y,1032,F,B,M,4,12,M,RR,T,400,400,201,2,Good,28,200611,833,1,0,0,13.76,Development
10896868700,VL,Accept,,20070119,895,N,N,12000,Y,Y,4000,M,B,S,1,999,M,RR,T,406,506,1110,2,NTU,30,200701,904,2,1,0,33.33,Development
10639626581,FL,Accept,,20060228,960,Y,N,13200,Y,,0,F,B,M,1,999,B,OT,H,301,1400,202,2,NTU,44,200602,901,1,3,0,-9999998,Development
10532272843,FL,Accept,1,20060321,860,Y,N,20000,Y,,0,W,Q,M,3,999,M,RR,H,1000,1700,1210,2,Good,33,200603,917,1,0,4,-9999998,Development
10128487064,FL,Accept,0,20061026,965,Y,N,15000,Y,N,5500,W,Q,M,2,48,M,RR,H,800,300,1012,2,Good,34,200610,979,1,1,0,36.67,Development
10256667163,VL,Accept,0,20060308,985,Y,N,21274,Y,Y,4100,M,B,S,0,999,B,RR,H,704,2706,1710,2,Good,45,200603,1003,1,1,0,19.27,Development
10228392781,FL,Accept,0,20061110,985,Y,Y,17289,Y,Y,8000,M,B,M,2,999,M,RR,H,611,2200,1303,2,Good,43,200611,976,1,1,0,46.27,Development
10895695173,FL,Accept,1,20060909,860,N,N,12000,Y,Y,2500,M,B,M,0,999,B,RR,H,700,10,511,2,Good,31,200609,852,1,5,0,20.83,Development
10653055743,VL,Accept,4,20060923,865,Y,N,7968,Y,Y,3605,W,S,M,0,999,M,RR,H,106,106,107,2.5,Bad,22,200609,811,1,11,0,45.24,Development
10813548637,VL,Accept,0,20061030,980,Y,N,8800,Y,Y,500,M,B,M,2,999,M,RR,H,1200,800,305,2,Good,38,200610,976,1,5,0,5.68,Development
10206532677,FL,Accept,1,20061006,950,N,N,7200,N,Y,543,W,B,S,0,12,B,RR,O,2400,400,302,2,Good,34,200610,925,1,0,0,7.54,Development
10613387262,FL,Accept,0,20060803,985,Y,N,15000,Y,Y,3398,W,X,M,0,30,M,RR,H,1,2500,1205,2,Good,59,200608,986,2,0,0,22.65,Development
10174427027,FL,Decline,,20060418,885,N,N,9000,Y,Y,4700,W,B,M,2,12,M,RR,T,1300,200,104,2,Rejects,37,200604,804,3,0,0,52.22,Development
10520000962,VL,Accept,1,20060627,950,N,N,6500,Y,N,1250,M,B,M,0,999,B,RR,H,806,1500,1208,2,Good,33,200606,981,1,0,0,19.23,Development
10555216910,FL,Accept,1,20060607,940,N,N,15600,Y,N,1500,W,S,M,0,18,M,RR,H,1600,1600,203,2,Good,55,200606,881,1,1,0,9.62,Development
10496863882,FL,Accept,,20060825,850,N,N,16689,Y,Y,8576,M,B,S,0,60,P,RR,O,2600,1,610,2,NTU,26,200608,826,1,3,0,51.39,Development
10127003011,FL,Accept,0,20060217,975,Y,N,35000,Y,,0,M,B,S,0,999,B,RR,H,105,503,609,2,Good,25,200602,973,2,2,0,-9999998,Development
10714210197,FL,Accept,1,20060301,905,N,N,11000,Y,Y,38800,M,B,S,0,36,M,OT,T,800,1800,1212,2,Good,35,200603,915,1,2,0,352.73,Development
10216182712,VL,Accept,,20061228,955,Y,Y,14500,Y,N,1600,M,B,S,0,999,B,RR,O,1000,200,906,2,NTU,26,200612,997,1,8,0,11.03,Development
10988457259,FL,Accept,1,20060828,880,N,N,20000,Y,Y,4666,W,B,M,1,42,M,RR,H,100,308,208,2,Good,32,200608,855,1,4,0,23.33,Development
10842763722,FL,Accept,0,20061101,995,Y,N,19818,Y,Y,2786,M,B,Z,2,24,P,OT,H,502,703,1212,2,Good,38,200611,884,1,0,0,14.06,Development
10231470871,FL,Accept,1,20061125,925,N,N,14000,Y,Y,3421,W,Q,M,0,36,M,RR,H,10,2000,811,2,Good,48,200611,940,2,3,0,24.44,Development
10952376346,FL,Accept,2,20060705,925,Y,N,15000,Y,Y,1500,W,S,M,0,999,M,RR,H,2400,500,202,2,Indeterminate,55,200607,875,1,7,0,10,Development
10592610583,FL,Decline,,20060211,885,N,N,5000,Y,Y,24300,M,B,S,0,24,M,OT,O,1106,202,202,2,Rejects,18,200602,870,1,3,0,486,Development
10097849283,VL,Decline,,20060613,665,N,N,13000,Y,Y,3000,W,B,S,0,999,M,AD,T,101,100,105,2,Rejects,30,200606,733,3,0,0,23.08,Development
10285796872,FL,Accept,1,20061219,850,N,N,14280,Y,N,1000,M,B,S,0,12,P,RR,O,1100,1,411,2,Good,27,200612,863,1,1,7,7,Development
10032900475,FL,Accept,,20060909,970,Y,N,0,Y,N,10000,,,M,0,999,P,OT,H,1300,0,1211,2,NTU,50,200609,997,1,1,0,-9999997,Development
10890735602,FL,Accept,1,20060210,720,Y,N,17500,Y,,0,W,B,D,0,999,B,RR,H,306,100,0,2,Good,31,200602,740,1,2,0,-9999998,Development
10753209941,VL,Decline,,20060614,705,N,N,13000,Y,Y,4000,M,B,M,2,999,B,RR,T,11,1209,112,2,Rejects,31,200606,755,3,0,0,30.77,Development
10545955991,FL,Accept,0,20060605,985,Y,N,21513,Y,N,4500,M,B,M,2,999,B,RR,H,1204,2000,807,2,Good,47,200606,998,1,0,0,20.92,Development
10279818416,VL,Decline,,20060201,685,N,N,12000,Y,Y,2000,W,S,M,0,999,M,RR,H,800,100,0,2,Rejects,31,200602,753,3,0,0,16.67,Development
10009451904,VL,Accept,1,20060621,905,N,N,10650,Y,Y,1000,M,B,M,1,999,M,RR,H,306,400,604,2,Good,28,200606,930,4,1,0,9.39,Development
10582713000,FL,Accept,1,20061130,910,N,N,10000,Y,Y,1309,M,B,S,0,18,M,RR,O,700,400,305,2,Good,28,200611,915,1,1,0,13.09,Development
10738245131,FL,Accept,1,20060922,960,Y,N,26700,Y,N,5450,M,B,M,2,999,M,RR,H,1000,1005,112,2,Good,33,200609,942,1,1,0,20.41,Development
10528144996,FL,Accept,1,20061218,955,Y,N,17160,Y,N,3500,W,B,D,1,999,B,RR,H,300,1000,208,2,Good,30,200612,938,1,1,0,20.4,Development
10127559436,VL,Accept,1,20060801,845,N,N,6500,Y,Y,2200,W,B,S,0,999,M,RR,O,900,306,207,2,Good,19,200608,840,1,0,0,33.85,Development
10875639087,FL,Accept,1,20060214,915,N,Y,13500,Y,Y,27900,M,B,M,3,24,M,RR,H,800,2800,506,2,Good,43,200602,848,1,5,0,206.67,Development
10229413208,FL,Accept,1,20060610,905,Y,N,15600,Y,Y,142500,W,B,S,0,36,M,RR,O,2200,203,304,2,Good,26,200606,849,1,4,0,913.46,Development
10756105584,VL,Accept,,20060228,910,Y,Y,15600,Y,Y,3000,M,B,S,0,999,B,RR,T,100,1000,108,2,NTU,29,200602,876,2,6,0,19.23,Development
10933151990,FL,Accept,0,20060517,980,Y,N,19000,Y,N,2000,M,B,D,0,24,B,RR,T,400,2300,1112,2,Good,53,200605,975,1,0,0,10.53,Development
10431520191,FL,Accept,1,20061023,885,Y,N,16848,Y,Y,12930,M,B,S,0,60,P,RR,L,100,100,9,2,Good,34,200610,830,1,5,0,76.75,Development
10913215454,VL,Accept,,20060908,850,N,N,18000,Y,N,1000,W,B,S,0,999,M,RR,O,202,3,105,2,NTU,29,200609,862,2,1,0,5.56,Development
10436756029,VL,Accept,1,20060710,915,Y,Y,13000,Y,Y,1000,W,B,S,0,999,M,AD,H,802,400,706,2,Good,39,200607,864,1,0,0,7.69,Development
10466259476,FL,Accept,1,20060912,960,Y,N,16000,Y,N,500,W,Q,M,0,999,B,AD,H,205,1005,404,2,Good,27,200609,886,1,1,0,3.13,Development
10127999566,FL,Accept,1,20060714,930,N,N,3000,Y,Y,12200,M,B,M,0,24,M,RR,H,1008,500,1102,2,Good,43,200607,930,1,5,0,406.67,Development
10236702325,FL,Accept,1,20061205,910,Y,N,8700,Y,Y,2230,W,B,M,2,24,B,RR,T,202,200,103,2,Good,52,200612,874,2,1,0,25.63,Development
10444436489,FL,Accept,1,20060312,960,Y,N,20760,Y,,0,M,B,M,1,999,M,RR,H,904,1001,1001,2,Good,32,200603,941,1,1,0,-9999998,Development
10033371350,VL,Accept,1,20060705,915,Y,N,14000,Y,Y,5866,M,Q,S,0,999,B,RR,H,2000,300,702,2,Good,25,200607,852,1,0,0,41.9,Development
10040004123,FL,Accept,0,20060922,990,Y,N,16000,Y,N,3000,M,B,M,0,999,P,RR,H,202,309,708,2,Good,26,200609,1014,4,1,0,18.75,Development
10521194320,VL,Accept,1,20061020,895,N,N,8000,Y,Y,2500,W,B,S,0,999,M,RR,O,2200,202,301,2,Good,24,200610,911,1,1,0,31.25,Development
10047412748,FL,Accept,1,20070103,920,Y,N,16500,Y,N,8000,M,B,M,0,999,B,RR,H,201,100,112,2,Good,24,200701,892,1,0,0,48.48,Development
10880421958,FL,Decline,,20070119,730,Y,N,7000,Y,N,3300,W,S,M,0,36,M,RR,O,2100,208,203,2,Rejects,21,200701,760,3,0,0,47.14,Development
10412491037,FL,Accept,1,20060922,915,N,N,16000,Y,N,3000,W,S,M,4,999,M,RR,H,6,500,307,2,Good,34,200609,908,1,0,0,18.75,Development
10012906931,FL,Accept,0,20070123,985,Y,N,28000,Y,N,5500,M,B,M,2,999,B,AD,H,209,1800,1201,2,Good,41,200701,998,1,1,0,19.64,Development
10775820386,FL,Accept,1,20060807,900,N,N,5000,Y,Y,3864,M,B,S,0,24,M,RR,T,206,400,306,2,Good,22,200608,881,1,0,0,77.28,Development
10501023088,FL,Accept,1,20061103,890,N,N,10000,Y,N,5000,W,B,S,0,999,M,RR,H,102,600,206,2,Good,24,200611,869,1,5,0,50,Development
10416905035,FL,Accept,0,20060329,985,Y,N,39000,Y,,0,M,B,M,0,999,B,RR,H,103,1406,1204,2,Good,35,200603,973,4,0,0,-9999998,Development
10682310628,FL,Accept,0,20061027,975,Y,N,25000,Y,N,6000,M,B,M,4,999,B,RR,H,808,600,1411,2,Good,37,200610,1027,1,1,0,24,Development
10497811179,VL,Decline,,20060821,895,Y,Y,17000,Y,N,2000,M,Q,M,0,999,B,RR,H,106,4,3,2,Rejects,22,200608,859,4,18,0,11.76,Development
10448930610,FL,Accept,1,20060510,685,N,N,6000,Y,N,5300,W,S,D,2,60,B,RR,T,306,200,303,2,Good,35,200605,785,1,2,0,88.33,Development
10952263266,FL,Accept,,20060721,815,N,N,10080,Y,N,1000,W,B,M,3,0,M,OT,T,700,2,2,2,NTU,30,200607,824,1,0,0,9.92,Development
10618942072,VL,Accept,1,20061026,875,N,N,16000,Y,Y,8000,W,B,S,2,999,M,RR,H,206,1206,501,2,Good,32,200610,833,4,0,0,50,Development
10570559481,VL,Accept,1,20060321,870,Y,N,25000,Y,N,2875,M,B,M,1,999,M,RR,H,400,2,3,2,Good,32,200603,827,1,1,0,11.5,Development
10875562460,VL,Accept,1,20060304,890,N,N,0,Y,N,800,,,M,6,999,P,AD,T,1610,0,804,2,Good,44,200603,902,4,0,0,-9999997,Development
10759010631,FL,Accept,1,20060811,940,Y,N,14000,Y,Y,3500,M,B,Z,2,999,B,RR,H,2,400,208,2,Good,41,200608,890,2,1,0,25,Development
10209004590,VL,Decline,,20061030,730,Y,N,10000,Y,N,3000,W,S,S,0,999,B,RR,O,1500,201,0,2,Rejects,26,200610,727,3,0,0,30,Development
10484905260,VL,Accept,,20060708,935,Y,N,20000,Y,Y,2000,M,B,M,2,999,M,RR,T,700,700,510,2,NTU,35,200607,935,1,0,0,10,Development
10071356216,FL,Accept,0,20061121,975,N,N,25000,Y,Y,5399,X,X,M,2,12,B,OT,H,2900,1700,204,2,Good,57,200611,880,1,1,0,21.6,Development
10612859714,VL,Accept,,20061208,895,N,N,10000,Y,N,3000,M,B,S,0,999,M,RR,O,1100,300,107,2,NTU,20,200612,881,1,3,0,30,Development
10399892239,VL,Accept,,20060727,965,Y,N,14500,Y,Y,2500,W,B,M,2,999,M,RR,H,700,300,1301,2,NTU,31,200607,957,2,0,0,17.24,Development
10595823205,VL,Accept,,20070123,980,Y,Y,13000,Y,Y,5000,W,B,S,0,999,M,RR,H,109,704,609,2,NTU,36,200701,957,1,1,0,38.46,Development
10208323699,FL,Accept,1,20060828,920,Y,N,20000,Y,N,8000,M,B,M,0,999,B,RR,H,206,0,1210,2,Good,43,200608,908,1,6,0,40,Development
10347687079,FL,Accept,1,20060515,900,N,N,11500,Y,Y,45750,M,B,M,1,36,B,RR,H,605,1703,405,2,Good,36,200605,880,1,2,0,397.83,Development
10786712064,FL,Decline,,20060208,895,Y,N,5000,Y,Y,1500,W,S,S,1,0,M,RR,T,603,106,512,2,Rejects,28,200602,878,1,1,0,30,Development
10005494818,VL,Accept,,20060518,975,Y,N,10410,Y,N,3600,M,B,M,0,999,B,RR,H,106,406,508,2,NTU,25,200605,972,1,1,0,34.58,Development
10445686873,FL,Accept,0,20060503,1055,Y,N,10335,Y,N,1500,M,B,D,0,12,B,RR,H,403,801,406,2,Good,41,200605,972,2,0,0,14.51,Development
10880989776,FL,Accept,0,20060824,980,N,N,11000,Y,Y,1625,W,B,M,0,12,M,RR,T,2000,2000,702,2,Good,56,200608,929,1,0,0,14.77,Development
10006093385,FL,Decline,,20060528,820,Y,N,10400,Y,N,1000,W,B,S,0,12,M,OT,O,2401,700,0,2,Rejects,24,200605,753,3,0,0,9.62,Development
10608458367,FL,Accept,1,20060402,940,Y,N,10500,Y,Y,47900,W,B,M,0,36,M,RR,T,1806,3000,1201,2,Good,47,200604,891,1,3,0,456.19,Development
10705181515,FL,Accept,5,20060412,900,N,N,30000,Y,N,1500,M,B,M,2,999,B,RR,H,1205,1510,1004,2.5,Bad,35,200604,848,1,5,0,5,Development
10474483378,FL,Accept,,20061222,845,Y,N,6500,Y,N,1500,W,B,D,1,999,B,RR,H,100,100,112,2,NTU,42,200612,818,2,3,0,23.08,Development
10396369436,VL,Accept,0,20061206,1000,Y,Y,24141,Y,N,5700,M,B,M,3,999,P,RR,H,802,510,509,2,Good,33,200612,1029,1,0,0,23.61,Development
10349386599,FL,Accept,1,20060824,940,Y,N,12000,Y,N,2200,M,B,S,0,24,B,RR,T,4,6,506,2,Good,25,200608,972,2,1,0,18.33,Development
10460603868,FL,Accept,0,20061026,965,Y,N,21600,Y,N,9000,M,B,M,0,999,P,RR,H,203,300,203,2,Good,32,200610,943,4,0,0,41.67,Development
10948471358,FL,Accept,0,20070105,990,Y,N,9100,N,N,750,W,Q,M,0,12,M,RR,H,1800,1802,1012,2,Good,43,200701,871,4,0,0,8.24,Development
10483171672,FL,Accept,,20060610,915,Y,N,38000,Y,Y,21900,M,Q,M,1,24,P,RR,T,6,6,12,2,NTU,40,200606,847,2,1,0,57.63,Development
10347144778,FL,Decline,,20060627,690,N,N,5976,Y,Y,6000,M,Q,S,0,18,M,RR,O,2306,100,0,2,Rejects,23,200606,709,3,0,0,100.4,Development
10077979832,FL,Decline,,20061101,700,N,N,7500,Y,Y,5858,W,S,S,0,48,M,RR,T,506,1000,0,2,Rejects,33,200611,648,3,0,0,78.11,Development
10672856307,FL,Accept,1,20070130,955,Y,N,20000,Y,Y,9400,M,B,M,2,999,B,RR,H,503,606,608,2,Good,31,200701,897,1,5,0,47,Development
10828446770,FL,Accept,,20070108,975,N,N,9880,Y,N,1000,W,B,M,0,12,M,RR,H,400,1006,403,2,NTU,28,200701,870,1,0,0,10.12,Development
10492906506,VL,Accept,5,20061025,915,N,N,8000,Y,N,8000,W,Q,M,2,999,M,RR,H,2300,500,701,2.5,Bad,23,200610,948,4,0,0,100,Development
10736131537,FL,Accept,5,20060524,905,N,N,9400,Y,N,4500,W,B,S,0,36,M,RR,O,1800,506,904,2.5,Bad,21,200605,917,1,1,0,47.87,Development
10529091391,FL,Accept,0,20061219,975,Y,N,9080,Y,Y,1084,M,B,S,0,12,M,RR,T,2700,1,1106,2,Good,38,200612,938,1,9,0,11.94,Development
10064019364,VL,Accept,,20070101,905,N,N,16000,Y,Y,4500,W,Q,M,0,999,M,RR,T,2500,1200,705,2,NTU,56,200701,914,1,1,0,28.13,Development
10732322524,FL,Accept,1,20060824,950,N,N,24000,Y,N,10000,M,B,M,4,999,M,RR,H,300,2209,2209,2,Good,43,200608,982,1,1,0,41.67,Development
10979524090,VL,Accept,0,20060510,985,Y,N,2550,Y,N,10000,M,B,M,1,999,B,RR,H,800,1200,1302,2,Good,33,200605,971,1,8,0,392.16,Development
10917574177,VL,Accept,4,20060306,675,N,N,10500,Y,N,4000,W,B,S,0,999,M,AD,O,3100,2,0,2.5,Bad,31,200603,753,1,1,0,38.1,Development
10119741132,VL,Accept,,20070130,940,Y,Y,15000,Y,N,3100,X,S,M,0,999,M,OT,H,2500,200,2504,2,NTU,55,200701,950,1,1,0,20.67,Development
10124354317,VL,Accept,,20060405,930,Y,N,12000,Y,Y,3500,W,B,M,3,999,M,RR,H,1200,800,107,2,NTU,34,200604,868,1,2,0,29.17,Development
10200884950,FL,Accept,0,20060829,965,Y,N,9900,Y,N,4500,W,B,M,1,999,M,RR,H,102,200,1201,2,Good,28,200608,997,1,0,0,45.45,Development
10060415148,VL,Accept,0,20061128,980,Y,N,15000,Y,N,5000,M,B,M,0,999,B,RR,H,1608,1000,1205,2,Good,62,200611,1027,4,0,0,33.33,Development
